walk,153,102,909,1481,-106
walk,153,102,810,1549,-106
walk,153,102,666,1634,-106
walk,153,102,537,1711,-106
walk,153,102,387,1789,-106
walk,153,102,243,1843,-106
walk,153,102,107,1870,-105
walk,152,102,1833,1877,-105
walk,152,102,1654,1877,-104
walk,152,102,1498,1876,-102
walk,152,102,1358,1876,-99
walk,152,102,1218,1875,-98
walk,152,102,1069,1875,-96
walk,152,102,930,1874,-94
walk,152,102,779,1874,-97
walk,152,102,602,1874,-102
walk,152,102,449,1874,-104
walk,152,102,294,1874,-108
walk,152,102,170,1805,-111
walk,152,102,78,1758,-111
walk,151,102,1888,1716,-123
walk,151,102,1731,1698,-123
walk,151,102,1611,1696,-123
walk,151,102,1477,1695,-123
walk,151,102,1358,1696,-123
walk,151,102,1235,1695,-118
walk,151,102,1082,1686,-109
walk,151,102,933,1644,-81
walk,151,102,840,1628,-80
walk,151,102,703,1601,-90
walk,151,102,572,1572,-72
walk,151,102,447,1528,-63
walk,151,102,341,1470,-48
walk,151,102,159,1378,-25
walk,151,102,80,1323,-2
walk,150,102,1781,1207,-15
walk,150,102,1632,1122,-13
walk,150,102,1517,1023,-22
walk,150,102,1436,957,-30
walk,150,102,1370,870,-31
walk,150,102,1297,750,-34
walk,150,102,1206,575,-40
walk,150,102,1132,427,-45
walk,150,102,1077,295,-40
walk,150,102,1033,172,-35
walk,150,102,983,49,-38
walk,150,101,918,1804,-47
walk,150,101,864,1647,-48
walk,150,101,812,1505,-47
walk,150,101,774,1360,-43
walk,150,101,763,1220,-42
walk,150,101,755,1082,-43
walk,150,101,741,920,-46
walk,150,101,730,771,-52
walk,150,101,727,654,-43
walk,150,101,723,536,-37
walk,150,101,720,364,-44
walk,150,101,720,224,-46
walk,150,101,735,83,-41
walk,150,100,735,1836,-43
walk,150,100,757,1691,-40
walk,150,100,780,1557,-37
walk,150,100,869,1343,-34
walk,150,100,923,1195,-24
walk,150,100,1019,968,-25
walk,150,100,1096,956,-16
