walk,135,92,580,475,243
walk,135,92,192,469,243
walk,135,92,-16,471,244
walk,134,92,1590,477,147
walk,134,92,1258,472,11
walk,134,92,1042,472,13
walk,134,92,732,478,12
walk,134,92,460,476,12
walk,134,92,269,479,12
walk,133,92,1888,475,13
walk,133,92,1629,593,85
walk,133,92,1583,786,93
walk,133,92,1504,1049,87
walk,133,92,1501,1255,61
walk,133,92,1468,1545,49
walk,133,92,1456,1783,50
walk,133,93,1394,337,-13
walk,133,93,1481,758,-65
walk,133,93,1586,1328,-79
walk,133,93,1601,1667,-83
walk,133,94,1668,144,-90
walk,133,94,1596,432,-81
walk,133,94,1527,579,-82
walk,133,94,1438,903,-88
walk,133,94,1394,1258,-93
walk,133,94,1365,1497,-88
walk,133,94,1310,1805,-97
walk,133,95,1285,195,-100
walk,133,95,1377,566,-105
walk,133,95,1512,915,-112
walk,133,95,1601,1094,-112
walk,133,95,1709,1370,-113
walk,133,95,1659,1685,-72
walk,133,96,1657,89,-38
walk,133,96,1657,409,-6
walk,133,96,1692,708,6
walk,133,96,1813,1004,11
walk,134,96,57,1180,7
walk,134,96,172,1424,-5
walk,134,96,242,1670,12
walk,134,96,298,1878,-4
walk,134,97,351,243,-2
walk,134,97,412,523,14
walk,134,97,511,765,42
walk,134,97,535,838,60
walk,134,97,641,1180,-6
walk,134,97,728,1452,15
walk,134,97,790,1576,29
walk,134,98,1027,23,-7
walk,134,98,1364,256,27
walk,134,98,1869,454,48
walk,135,98,165,537,81
walk,135,98,434,629,85
walk,135,98,731,675,88
walk,135,98,1098,839,57
walk,135,98,1499,1097,27
walk,135,98,1739,1503,0
walk,135,98,1868,1789,-10
walk,135,99,1857,206,-24
walk,135,99,1829,467,-40
walk,135,99,1768,767,-49
walk,135,99,1750,1012,-55
walk,135,99,1640,1310,-59
walk,135,99,1533,1575,-42
walk,135,99,1441,1810,-24
walk,135,100,1464,201,-3
walk,135,100,1519,537,1
walk,135,100,1525,811,-1
walk,135,100,1516,1331,-29
walk,135,100,1439,1562,-24
walk,135,100,1513,1817,-11
walk,135,101,1591,162,-5
walk,135,101,1662,507,-24
walk,135,101,1537,1024,-30
walk,135,101,1371,956,-27
walk,135,101,1239,1064,-42
walk,135,101,1084,1205,-54
walk,135,101,980,1295,-53
walk,135,101,883,1381,-46
walk,135,101,754,1498,-30
walk,135,101,655,1611,-30
walk,135,101,591,1778,-44
walk,135,101,523,1912,-53
walk,135,101,444,2098,-51
walk,135,102,337,425,-35
walk,135,102,112,560,-41
walk,134,102,1888,604,-42
walk,134,102,1775,685,-41
walk,134,102,1663,782,-41
walk,134,102,1473,883,-41
walk,134,102,1366,1145,-40
walk,134,102,1308,1331,-40
walk,134,102,1258,1392,-35
walk,134,102,1102,1444,-43
walk,134,102,830,1553,-55
walk,134,102,529,1661,-31
walk,134,102,347,1689,-30
walk,134,102,93,1668,-50
walk,134,102,-195,1649,-49
walk,133,102,1533,1631,-34
walk,133,102,1451,1626,-39
walk,133,102,1279,1651,-45
walk,133,102,1136,1739,-52
walk,133,103,1013,91,-55
walk,133,103,886,322,-48
walk,133,103,776,564,-54
walk,133,103,991,769,-31
walk,133,103,1191,904,-7
walk,133,103,1412,1080,-18
walk,133,103,1562,1404,-41
walk,133,103,1567,1449,-41
walk,133,103,1585,1629,-36
walk,133,103,1632,1813,-26
walk,133,103,1602,1898,-18
