walk,153,102,1092,1695,-106
walk,153,102,1418,1826,-106
walk,153,102,1602,1887,-106
walk,153,102,1791,1908,-106
walk,154,102,36,1910,-105
walk,154,103,84,42,-105
walk,154,103,133,382,-106
walk,154,103,167,583,-99
walk,154,103,414,604,-100
walk,154,103,594,620,-91
walk,154,103,750,635,-88
walk,154,103,985,614,-86
walk,154,103,1237,552,-56
walk,154,103,1391,529,-36
walk,154,103,1796,402,-89
walk,155,103,257,226,-84
walk,155,103,548,118,-67
walk,155,103,872,17,-63
walk,155,102,1236,1865,-62
walk,155,102,1657,1789,-61
walk,156,102,84,1714,-57
walk,156,102,366,1557,-49
walk,156,102,700,1356,-52
walk,156,102,1040,1211,-50
walk,156,102,1296,1126,-46
walk,156,102,1575,1051,-55
walk,156,102,1860,1015,-60
walk,157,102,254,985,-71
walk,157,102,548,982,-81
walk,157,102,888,1004,-98
walk,157,102,1224,1027,-118
walk,157,102,1420,1058,-116
walk,157,102,1563,1080,-119
walk,157,102,1713,1127,-119
walk,157,102,1897,1185,-129
walk,158,102,47,1308,-131
walk,158,102,121,1430,-128
