walk,135,92,1242,169,244
walk,135,92,1482,369,244
walk,135,92,1731,460,243
walk,136,92,117,458,243
walk,136,92,432,471,244
walk,136,92,1119,481,11
walk,136,92,1365,479,11
walk,136,92,1603,478,11
walk,136,92,1837,477,11
walk,136,92,2077,479,11
walk,137,92,397,481,11
walk,137,92,659,471,1
walk,137,92,668,632,9
walk,137,92,692,717,9
walk,137,92,883,757,7
walk,137,92,1052,786,9
walk,137,92,1122,810,0
walk,137,92,1286,772,12
walk,137,92,1382,887,33
walk,137,92,1460,994,50
walk,137,92,1517,1170,49
walk,137,92,1587,1310,47
walk,137,92,1652,1501,34
walk,137,92,1687,1693,33
walk,137,92,1676,1837,44
walk,137,93,1611,102,55
walk,137,93,1581,321,38
walk,137,93,1559,496,37
walk,137,93,1443,742,33
walk,137,93,1284,901,41
walk,137,93,1080,1041,28
walk,137,93,902,1225,24
walk,137,93,706,1538,14
walk,137,93,608,1744,23
walk,137,94,557,58,28
walk,137,94,524,285,32
walk,137,94,482,668,37
walk,137,94,410,831,61
walk,137,94,356,997,58
walk,137,94,318,1293,-34
walk,137,94,290,1577,-43
walk,137,94,250,1842,-62
walk,137,95,175,87,-98
walk,137,95,47,328,-120
walk,136,95,1906,564,-127
walk,136,95,1894,755,-133
walk,137,95,29,1062,-172
walk,137,95,71,1216,-171
walk,137,95,24,1349,-159
walk,136,95,1912,1511,-183
