walk,108,106,232,1599,180
walk,108,106,353,1798,180
walk,108,107,540,1,180
walk,108,107,750,67,180
walk,108,107,927,69,180
walk,108,107,1146,80,180
walk,108,107,1411,89,180
walk,108,107,1677,85,180
walk,108,107,1879,109,180
walk,109,107,257,104,180
walk,109,107,445,98,180
walk,109,107,665,62,180
walk,109,106,1062,1866,179
walk,109,106,1245,1779,180
walk,109,106,1481,1619,180
walk,109,106,1657,1454,180
walk,109,106,1800,1291,180
walk,110,106,105,1098,184
walk,110,106,258,956,180
walk,110,106,429,772,180
walk,110,106,595,587,188
walk,110,106,1050,86,188
walk,110,105,1226,1813,216
walk,110,105,1436,1602,301
walk,110,105,1608,1403,327
walk,110,105,1864,1121,294
walk,111,105,147,950,280
walk,111,105,312,794,280
walk,111,105,478,655,274
walk,111,105,613,504,273
walk,111,105,720,353,272
walk,111,105,844,227,270
walk,111,105,1000,112,272
walk,111,105,1151,88,298
walk,111,105,1440,34,249
walk,111,104,1683,1885,245
walk,111,104,1885,1810,245
walk,112,104,135,1699,240
walk,112,104,328,1612,229
walk,112,104,501,1522,229
walk,112,104,716,1335,227
walk,112,104,802,1192,207
walk,112,104,938,994,180
walk,112,104,1089,687,180
walk,112,104,1208,479,187
walk,112,104,1343,272,228
walk,112,104,1447,105,235
walk,112,103,1569,1823,229
walk,112,103,1629,1732,237
walk,112,103,1836,1610,207
walk,113,103,167,1516,191
walk,113,103,408,1487,180
walk,113,103,644,1477,180
walk,113,103,774,1486,210
walk,113,103,987,1562,212
walk,113,103,1182,1680,268
walk,113,103,1263,1769,311
walk,113,103,1385,1889,278
walk,113,104,1542,51,261
walk,113,104,1706,41,261
walk,113,103,1799,1918,260
