walk,168,97,766,836,-32
walk,168,97,811,728,-32
walk,168,97,934,481,-32
walk,168,97,863,223,0
walk,168,96,817,1869,0
walk,168,96,807,1621,0
walk,168,96,789,1485,0
walk,168,96,665,1444,0
walk,168,96,502,1421,4
walk,168,96,343,1378,19
walk,168,96,202,1299,13
walk,168,96,46,1209,15
walk,167,96,1636,1015,-11
walk,167,96,1398,911,-8
walk,167,96,1194,837,-5
walk,167,96,1048,780,12
walk,167,96,802,684,-7
walk,167,96,747,605,0
walk,167,96,583,540,4
walk,167,96,389,462,2
walk,167,96,222,390,7
walk,166,96,1896,265,6
walk,166,96,1710,240,36
walk,166,96,1546,201,43
walk,166,96,1345,165,55
walk,166,96,1150,123,76
walk,166,96,846,53,117
walk,166,95,520,1896,140
walk,166,95,280,1845,151
walk,166,95,53,1787,163
walk,165,95,1682,1713,156
walk,165,95,1505,1667,167
walk,165,95,1302,1615,177
walk,165,95,1165,1582,204
walk,165,95,914,1504,194
walk,165,95,752,1360,187
walk,165,95,569,1184,167
walk,165,95,392,1128,167
walk,165,95,181,1106,200
walk,164,95,1713,1086,170
walk,164,95,1479,1064,191
walk,164,95,1248,1062,240
walk,164,95,1006,1080,270
walk,164,95,763,1063,329
walk,164,95,491,949,440
walk,164,95,271,861,511
walk,163,95,1875,725,585
walk,163,95,1670,600,638
walk,163,95,1495,464,689
walk,163,95,1331,322,738
walk,163,95,1119,164,772
walk,163,95,933,22,813
walk,163,94,772,1818,852
walk,163,94,623,1719,880
walk,163,94,321,1570,920
walk,163,94,272,1536,925
walk,163,94,18,1439,945
walk,162,94,1752,1369,961
walk,162,94,1418,1276,939
walk,162,94,1137,1193,911
walk,162,94,954,1189,890
walk,162,94,685,1317,859
walk,162,94,481,1453,830
walk,162,94,224,1601,796
walk,162,94,11,1702,775
walk,161,94,1745,1818,754
walk,161,95,1533,20,732
walk,161,95,1305,147,707
walk,161,95,1089,254,670
walk,161,95,878,326,636
walk,161,95,725,326,612
walk,161,95,551,247,580
walk,161,95,298,68,558
walk,161,94,82,1817,566
walk,160,94,1818,1675,576
walk,160,94,1600,1534,594
walk,160,94,1370,1427,617
walk,160,94,1084,1271,640
walk,160,94,912,1120,677
walk,160,94,698,968,723
walk,160,94,304,873,802
walk,159,94,1898,873,834
walk,159,94,1620,992,858
walk,159,94,1400,1158,863
walk,159,94,1298,1432,878
walk,159,94,1244,1695,887
walk,159,95,1197,110,871
walk,159,95,1183,427,842
walk,159,95,1186,670,812
walk,159,95,1225,905,804
walk,159,95,1281,1103,798
walk,159,95,1374,1368,757
walk,159,95,1490,1563,731
walk,159,95,1628,1824,678
walk,159,96,1771,123,627
walk,160,96,31,325,595
walk,160,96,261,541,568
walk,160,96,416,660,560
walk,160,96,564,777,549
walk,160,96,718,930,536
walk,160,96,813,1049,527
walk,160,96,891,1208,512
walk,160,96,1005,1407,477
walk,160,96,1128,1632,408
walk,160,96,1234,1814,357
walk,160,97,1346,76,324
walk,160,97,1420,194,314
walk,160,97,1438,353,274
walk,160,97,1432,553,228
walk,160,97,1452,740,219
walk,160,97,1462,966,197
walk,160,97,1429,1115,180
walk,160,97,1387,1293,163
walk,160,97,1388,1413,144
