walk,108,106,238,1262,180
walk,108,106,138,1027,180
walk,108,106,85,723,180
walk,108,106,21,480,180
walk,108,106,0,105,180
walk,107,105,1905,1738,180
walk,107,105,1849,1441,194
walk,107,105,1732,1202,201
walk,107,105,1588,944,216
walk,107,105,1436,753,234
walk,107,105,1235,565,244
walk,107,105,955,275,265
walk,107,105,754,47,284
walk,107,104,586,1797,284
walk,107,104,274,1852,255
walk,107,104,65,1820,202
walk,106,104,1900,1591,130
walk,106,104,1825,1117,109
walk,106,104,1657,987,113
walk,106,104,1541,885,116
walk,106,104,1191,516,104
walk,106,104,1011,369,107
walk,106,104,799,177,103
walk,106,103,570,1889,110
walk,106,103,356,1670,123
walk,106,103,177,1446,183
walk,106,103,7,1219,234
walk,105,103,1674,957,248
walk,105,103,1575,882,280
walk,105,103,1301,674,217
walk,105,103,1177,544,243
walk,105,103,931,230,180
walk,105,103,769,26,185
walk,105,102,553,1840,180
walk,105,102,285,1839,177
walk,104,102,1859,1864,170
walk,104,102,1567,1912,181
walk,104,103,1386,46,181
walk,104,103,1074,26,160
walk,104,103,811,20,166
walk,104,103,576,5,180
walk,104,102,434,1824,180
walk,104,102,278,1630,180
walk,104,102,228,1536,222
walk,103,102,1891,1199,179
walk,103,102,1804,1105,191
walk,103,102,1701,976,194
walk,103,102,1557,706,183
walk,103,102,1250,427,182
walk,103,102,1056,191,180
walk,103,101,894,1865,180
walk,103,101,858,1613,180
walk,103,101,725,1301,208
walk,103,101,604,1039,202
walk,103,101,260,674,182
walk,103,101,103,539,181
walk,102,101,1803,323,182
walk,102,101,1624,145,180
walk,102,100,1385,1883,180
walk,102,100,1396,1669,180
walk,102,100,1406,1329,180
walk,102,100,1190,845,180
walk,102,100,1040,562,180
walk,102,100,896,283,180
walk,102,100,739,65,180
walk,102,99,594,1774,180
walk,102,99,503,1575,180
walk,102,99,366,1301,180
walk,102,99,246,1047,180
walk,102,99,150,665,205
walk,102,99,35,303,181
walk,102,98,42,1781,180
walk,101,98,1880,1426,180
walk,102,98,94,1243,180
walk,102,98,173,1161,180
walk,102,98,360,974,180
walk,102,98,523,807,180
walk,102,98,641,625,180
walk,102,98,768,451,180
walk,102,98,666,100,180
walk,102,97,642,1702,197
walk,102,97,643,1451,267
walk,102,97,653,1230,333
walk,102,97,774,1023,408
walk,102,97,868,912,446
walk,102,97,987,720,479
walk,102,97,1032,598,496
walk,102,97,1147,368,540
walk,102,97,1201,256,582
walk,102,97,1298,155,596
walk,102,97,1427,88,626
wait,5000
teleport,2,31
wait,5000
walk,105,95,352,647,3867
walk,105,95,618,627,3875
walk,105,95,923,593,3907
walk,105,95,1186,552,3919
walk,105,95,1467,532,3975
walk,105,95,1749,503,4014
walk,106,95,0,496,4024
walk,106,95,122,548,4032
walk,106,95,291,624,4017
